[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 16:21:00 sess=ETH_post-RTH bar=50 minsIn=981 dow=Thursday px=28937.25 O=28938.25 H=28942.50 L=28935.75 C=28937.25 V=357 sessO=28938.25 sessH=28942.50 sessL=28935.75 pctFromO=+0.00% sessVol=45439 volRatio=0.41 volTrend=decreasing pctAbovePOC=100% pctUpperRange=50% trendStr=4/10 rangePos=1.37 cd24=735 cdRTH=0 deltaAsPct=+1.62% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=-0.15 deltaSlope=+83.80 barConv=7/10 swing=INSUFFICIENT_DATA bos=none emaStack=MIXED stackAge=0 e5=28934.96 e9=28930.69 e21=28927.05 e50=28941.09 abv=5:A 9:A 21:A 50:B POC=28935.75(+1.50pts/0.09ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TO@28938.25(-1.00pts/0.06ATR) lvlsIn1ATR=4 avwaps=0 nearAvwap=none sessVwap=28938.50 atr5m=16.64 atrRatio=0.92 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-5.25 ethLowDist=+1.50 openType=PRE_RTH regime=OVERNIGHT_QUIET(age=0) REGIME_CHANGE rthPhase=closed ethPhase=post-RTH minsToRTH=909 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=28940.50(-3.25) VAL=28935.75(+1.50) volPctl=14 IB=n/a OR=n/a otf=nonex0 choch=none valueMigAgeMin=-1 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-07 16:26:00 sess=ETH_post-RTH bar=55 minsIn=986 dow=Thursday px=28963.25 O=28964.00 H=28965.50 L=28961.25 C=28963.25 V=245 sessO=28938.25 sessH=28967.50 sessL=28935.75 pctFromO=+0.09% sessVol=49122 volRatio=0.31 volTrend=decreasing pctAbovePOC=35% pctUpperRange=71% trendStr=3/10 rangePos=0.86 cd24=956 cdRTH=0 deltaAsPct=+1.95% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=+1.65 deltaSlope=+19.00 barConv=5/10 swing=INSUFFICIENT_DATA bos=none emaStack=MIXED stackAge=5 e5=28958.99 e9=28951.81 e21=28940.16 e50=28944.77 abv=5:A 9:A 21:A 50:A POC=28961.25(+2.00pts/0.13ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=POC@28961.25(+2.00pts/0.13ATR) lvlsIn1ATR=2 avwaps=1 nearAvwap=28957.48(rising,+5.77pts) sessVwap=28955.80 AVWAP0[Vol val=28957.48 rising above +5.77pts] atr5m=14.90 atrRatio=0.88 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-4.25 ethLowDist=+27.50 openType=PRE_RTH regime=DRIFTING(age=0) REGIME_CHANGE rthPhase=closed ethPhase=post-RTH minsToRTH=904 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=28967.50(-4.25) VAL=28952.00(+11.25) volPctl=5 IB=n/a OR=n/a otf=nonex0 choch=none valueMigAgeMin=0 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-08 07:24:00 sess=ETH_pre-RTH bar=953 minsIn=444 dow=Friday px=29183.25 O=29179.25 H=29183.50 L=29177.00 C=29183.25 V=653 sessO=28938.25 sessH=29272.50 sessL=28899.00 pctFromO=+0.85% sessVol=473105 volRatio=0.39 volTrend=decreasing pctAbovePOC=29% pctUpperRange=63% trendStr=8/10 rangePos=0.88 cd24=5361 cdRTH=0 deltaAsPct=+1.13% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=+1.45 deltaSlope=+18.80 barConv=7/10 swing=LL-LH_DOWNTREND bos=BOS_DOWN(bar-17) emaStack=BEARISH stackAge=16 e5=29180.76 e9=29180.68 e21=29186.86 e50=29197.87 abv=5:A 9:A 21:B 50:B POC=29177.00(+6.25pts/0.50ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=POC@29177.00(+6.25pts/0.50ATR) lvlsIn1ATR=1 avwaps=2 nearAvwap=29188.71(falling,-5.46pts) sessVwap=29115.29 AVWAP76[Vol val=29188.71 falling below -5.46pts] AVWAP77[Vol val=29176.03 rising above +7.22pts] atr5m=12.50 atrRatio=0.94 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-89.25 ethLowDist=+284.25 openType=PRE_RTH regime=OVERNIGHT_QUIET(age=25) rthPhase=closed ethPhase=pre-RTH minsToRTH=6 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29270.25(-87.00) VAL=29062.50(+120.75) volPctl=40 IB=n/a OR=n/a otf=upx1 choch=CHOCH_DOWN(bar-24) valueMigAgeMin=3 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-08 07:29:00 sess=ETH_pre-RTH bar=958 minsIn=449 dow=Friday px=29177.50 O=29182.00 H=29183.25 L=29174.50 C=29177.50 V=1266 sessO=28938.25 sessH=29272.50 sessL=28899.00 pctFromO=+0.83% sessVol=480039 volRatio=0.84 volTrend=increasing pctAbovePOC=26% pctUpperRange=63% trendStr=9/10 rangePos=1.08 cd24=4677 cdRTH=0 deltaAsPct=+0.97% deltaTrend=accel_negative etDelta=0 divActive=False priceSlope=-1.15 deltaSlope=-131.40 barConv=5/10 swing=LL-LH_DOWNTREND bos=none emaStack=BEARISH stackAge=21 e5=29177.84 e9=29178.48 e21=29183.32 e50=29194.19 abv=5:B 9:B 21:B 50:B POC=29180.25(-2.75pts/0.21ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=POC@29180.25(-2.75pts/0.21ATR) lvlsIn1ATR=1 avwaps=2 nearAvwap=29176.39(flat,+1.11pts) sessVwap=29116.28 AVWAP76[Vol val=29187.13 falling below -9.63pts] AVWAP77[Vol val=29176.39 flat above +1.11pts] atr5m=12.94 atrRatio=0.99 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-95.00 ethLowDist=+278.50 openType=PRE_RTH regime=OVERNIGHT_QUIET(age=30) rthPhase=closed ethPhase=pre-RTH minsToRTH=1 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29270.25(-92.75) VAL=29063.25(+114.25) volPctl=62 IB=n/a OR=n/a otf=upx1 choch=CHOCH_DOWN(bar-29) valueMigAgeMin=4 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-08 07:30:00 sess=RTH bar=959 minsIn=450 dow=Friday px=29174.00 O=29177.25 H=29180.75 L=29164.25 C=29174.00 V=2530 sessO=28938.25 sessH=29272.50 sessL=28899.00 pctFromO=+0.81% sessVol=482569 volRatio=1.61 volTrend=increasing pctAbovePOC=26% pctUpperRange=64% trendStr=7/10 rangePos=1.19 cd24=4931 cdRTH=254 deltaAsPct=+1.02% deltaTrend=accel_negative etDelta=0 divActive=False priceSlope=-0.95 deltaSlope=-65.40 barConv=2/10 swing=LL-LH_DOWNTREND bos=none emaStack=BEARISH stackAge=22 e5=29176.56 e9=29177.59 e21=29182.47 e50=29193.40 abv=5:B 9:B 21:B 50:B POC=29180.25(-6.25pts/0.47ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=POC@29180.25(-6.25pts/0.47ATR) lvlsIn1ATR=1 avwaps=2 nearAvwap=29176.09(flat,-2.09pts) sessVwap=29116.61 AVWAP76[Vol val=29186.45 falling below -12.45pts] AVWAP77[Vol val=29176.09 flat below -2.09pts] atr5m=13.19 atrRatio=1.01 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-98.50 ethLowDist=+275.00 openType=ASSESSING regime=CHOPPING(age=0) REGIME_CHANGE rthPhase=opening_window ethPhase=rth minsToRTH=0 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29270.25(-96.25) VAL=29063.75(+110.25) volPctl=93 IB=forming_INSIDE(59%) OR=forming_INSIDE(59%) otf=downx1 choch=CHOCH_DOWN(bar-30) valueMigAgeMin=5 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-08 07:35:00 sess=RTH bar=964 minsIn=455 dow=Friday px=29259.50 O=29250.75 H=29266.75 L=29243.50 C=29259.50 V=9833 sessO=28938.25 sessH=29272.50 sessL=28899.00 pctFromO=+1.11% sessVol=534406 volRatio=2.69 volTrend=decreasing pctAbovePOC=32% pctUpperRange=67% trendStr=10/10 rangePos=1.82 cd24=9218 cdRTH=4541 deltaAsPct=+1.72% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=+14.75 deltaSlope=+688.40 barConv=8/10 swing=LL-LH_DOWNTREND bos=BOS_UP(bar-3) emaStack=BULLISH stackAge=0 e5=29234.15 e9=29217.97 e21=29201.80 e50=29200.32 abv=5:A 9:A 21:A 50:A POC=29180.25(+79.25pts/4.21ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TH@29272.50(-13.00pts/0.69ATR) lvlsIn1ATR=1 avwaps=2 nearAvwap=29256.58(flat,+2.92pts) sessVwap=29127.48 AVWAP81[Vol val=29250.71 rising above +8.79pts] AVWAP82[Vol val=29256.58 flat above +2.92pts] atr5m=18.82 atrRatio=1.33 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-13.00 ethLowDist=+360.50 openType=TREND_DAY regime=CHOPPING(age=5) rthPhase=opening_window ethPhase=rth minsToRTH=0 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29270.25(-10.75) VAL=29071.25(+188.25) volPctl=98 IB=forming_INSIDE(93%) OR=forming_INSIDE(93%) otf=upx4 choch=CHOCH_UP(bar-3) valueMigAgeMin=10 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-08 07:40:00 sess=RTH bar=969 minsIn=460 dow=Friday px=29261.75 O=29262.00 H=29268.50 L=29252.00 C=29261.75 V=5232 sessO=28938.25 sessH=29279.25 sessL=28899.00 pctFromO=+1.12% sessVol=568296 volRatio=1.06 volTrend=decreasing pctAbovePOC=37% pctUpperRange=69% trendStr=6/10 rangePos=1.07 cd24=8962 cdRTH=4285 deltaAsPct=+1.58% deltaTrend=accel_negative etDelta=0 divActive=False priceSlope=+0.10 deltaSlope=-21.20 barConv=4/10 swing=COMPRESSED bos=BOS_UP(bar-8) emaStack=BULLISH stackAge=5 e5=29258.85 e9=29248.28 e21=29225.16 e50=29211.79 abv=5:A 9:A 21:A 50:A POC=29180.25(+81.50pts/4.19ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TH@29279.25(-17.50pts/0.90ATR) lvlsIn1ATR=1 avwaps=2 nearAvwap=29260.90(falling,+0.85pts) sessVwap=29136.21 AVWAP81[Vol val=29258.27 rising above +3.48pts] AVWAP82[Vol val=29260.90 falling above +0.85pts] atr5m=19.45 atrRatio=1.24 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-17.50 ethLowDist=+362.75 openType=NORMAL_OPEN regime=CHOPPING(age=10) rthPhase=early ethPhase=rth minsToRTH=0 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29279.25(-17.50) VAL=29081.50(+180.25) volPctl=90 IB=forming_INSIDE(85%) OR=forming_INSIDE(85%) otf=upx1 choch=CHOCH_UP(bar-8) valueMigAgeMin=15 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-08 07:42:00 sess=RTH bar=971 minsIn=462 dow=Friday px=29254.25 O=29247.75 H=29260.25 L=29241.75 C=29254.25 V=4188 sessO=28938.25 sessH=29279.25 sessL=28899.00 pctFromO=+1.09% sessVol=582120 volRatio=0.76 volTrend=decreasing pctAbovePOC=38% pctUpperRange=70% trendStr=9/10 rangePos=1.06 cd24=8756 cdRTH=4079 deltaAsPct=+1.50% deltaTrend=accel_negative etDelta=0 divActive=False priceSlope=-0.25 deltaSlope=-146.00 barConv=5/10 swing=HH-HL_UPTREND bos=BOS_UP(bar-10) emaStack=BULLISH stackAge=7 e5=29254.68 e9=29249.27 e21=29229.61 e50=29214.78 abv=5:B 9:A 21:A 50:A POC=29180.25(+74.00pts/3.71ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TH@29279.25(-25.00pts/1.25ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29256.52(falling,-2.27pts) sessVwap=29139.14 AVWAP81[Vol val=29256.52 falling below -2.27pts] AVWAP82[Vol val=29258.29 falling below -4.04pts] atr5m=19.95 atrRatio=1.22 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-25.00 ethLowDist=+355.25 openType=TREND_DAY regime=TRENDING_UP(age=0) REGIME_CHANGE rthPhase=early ethPhase=rth minsToRTH=0 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29279.25(-25.00) VAL=29087.50(+166.75) volPctl=87 IB=forming_INSIDE(79%) OR=forming_INSIDE(79%) otf=nonex0 choch=CHOCH_UP(bar-10) valueMigAgeMin=17 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-08 07:47:00 sess=RTH bar=976 minsIn=467 dow=Friday px=29351.50 O=29336.75 H=29353.75 L=29332.50 C=29351.50 V=7105 sessO=28938.25 sessH=29353.75 sessL=28899.00 pctFromO=+1.43% sessVol=624254 volRatio=0.97 volTrend=decreasing pctAbovePOC=43% pctUpperRange=63% trendStr=9/10 rangePos=1.12 cd24=14196 cdRTH=9519 deltaAsPct=+2.27% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=+12.95 deltaSlope=+656.80 barConv=7/10 swing=HH-HL_UPTREND bos=BOS_UP(bar-4) emaStack=BULLISH stackAge=12 e5=29315.75 e9=29295.83 e21=29261.51 e50=29232.35 abv=5:A 9:A 21:A 50:A POC=29180.25(+171.25pts/7.63ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TH@29353.75(-2.25pts/0.10ATR) lvlsIn1ATR=1 avwaps=2 nearAvwap=29331.58(rising,+19.92pts) sessVwap=29151.46 AVWAP83[Strong val=29308.51 rising above +42.99pts] AVWAP84[Vol val=29331.58 rising above +19.92pts] atr5m=22.43 atrRatio=1.21 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-2.25 ethLowDist=+452.50 openType=TREND_DAY regime=TRENDING_UP(age=5) rthPhase=early ethPhase=rth minsToRTH=0 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29340.00(+11.50) VAL=29098.25(+253.25) volPctl=89 IB=forming_INSIDE(99%) OR=ABOVE(+58.75) otf=upx2 choch=CHOCH_UP(bar-15) valueMigAgeMin=22 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-08 07:52:00 sess=RTH bar=981 minsIn=472 dow=Friday px=29342.00 O=29351.00 H=29351.50 L=29337.50 C=29342.00 V=4969 sessO=28938.25 sessH=29369.25 sessL=28899.00 pctFromO=+1.40% sessVol=655247 volRatio=0.67 volTrend=decreasing pctAbovePOC=45% pctUpperRange=64% trendStr=10/10 rangePos=0.83 cd24=12373 cdRTH=7696 deltaAsPct=+1.89% deltaTrend=accel_negative etDelta=0 divActive=False priceSlope=-2.90 deltaSlope=-316.80 barConv=5/10 swing=HH-HL_UPTREND bos=BOS_UP(bar-9) emaStack=BULLISH stackAge=17 e5=29346.00 e9=29333.67 e21=29296.24 e50=29254.33 abv=5:B 9:A 21:A 50:A POC=29180.25(+161.75pts/7.58ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TH@29369.25(-27.25pts/1.28ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29344.50(rising,-2.50pts) sessVwap=29161.75 AVWAP83[Strong val=29327.79 rising above +14.21pts] AVWAP84[Vol val=29344.50 rising below -2.50pts] atr5m=21.34 atrRatio=1.04 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-27.25 ethLowDist=+443.00 openType=TREND_DAY regime=TRENDING_UP(age=10) rthPhase=early ethPhase=rth minsToRTH=0 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29353.50(-11.50) VAL=29098.25(+243.75) volPctl=80 IB=forming_INSIDE(87%) OR=ABOVE(+49.25) otf=downx2 choch=CHOCH_UP(bar-20) valueMigAgeMin=27 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-08 07:57:00 sess=RTH bar=986 minsIn=477 dow=Friday px=29351.00 O=29363.00 H=29363.75 L=29346.75 C=29351.00 V=4084 sessO=28938.25 sessH=29381.25 sessL=28899.00 pctFromO=+1.43% sessVol=683693 volRatio=0.61 volTrend=decreasing pctAbovePOC=48% pctUpperRange=64% trendStr=8/10 rangePos=1.01 cd24=12615 cdRTH=7938 deltaAsPct=+1.85% deltaTrend=accel_negative etDelta=0 divActive=False priceSlope=-4.15 deltaSlope=-277.00 barConv=7/10 swing=HH-HL_UPTREND bos=BOS_UP(bar-14) emaStack=BULLISH stackAge=22 e5=29355.32 e9=29349.82 e21=29319.82 e50=29273.26 abv=5:B 9:A 21:A 50:A POC=29180.25(+170.75pts/7.87ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TH@29381.25(-30.25pts/1.40ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29349.79(rising,+1.21pts) sessVwap=29170.57 AVWAP84[Vol val=29349.79 rising above +1.21pts] AVWAP85[Strong val=29359.81 falling below -8.81pts] atr5m=21.68 atrRatio=1.02 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-30.25 ethLowDist=+452.00 openType=TREND_DAY regime=TRENDING_UP(age=15) rthPhase=early ethPhase=rth minsToRTH=0 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29358.00(-7.00) VAL=29098.25(+252.75) volPctl=72 IB=forming_INSIDE(86%) OR=ABOVE(+58.25) otf=downx1 choch=CHOCH_UP(bar-25) valueMigAgeMin=32 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-08 08:02:00 sess=RTH bar=991 minsIn=482 dow=Friday px=29399.50 O=29399.25 H=29408.00 L=29393.00 C=29399.50 V=4285 sessO=28938.25 sessH=29428.75 sessL=28899.00 pctFromO=+1.59% sessVol=717820 volRatio=0.63 volTrend=flat pctAbovePOC=50% pctUpperRange=59% trendStr=9/10 rangePos=1.17 cd24=15270 cdRTH=10593 deltaAsPct=+2.13% deltaTrend=accel_positive etDelta=0 divActive=False priceSlope=+9.75 deltaSlope=+563.60 barConv=4/10 swing=HH-HL_UPTREND bos=BOS_UP(bar-2) emaStack=BULLISH stackAge=27 e5=29388.13 e9=29376.61 e21=29345.19 e50=29293.58 abv=5:A 9:A 21:A 50:A POC=29180.25(+219.25pts/9.10ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TH@29428.75(-29.25pts/1.21ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29398.51(rising,+0.99pts) sessVwap=29181.68 AVWAP86[Strong val=29398.51 rising above +0.99pts] AVWAP87[Vol val=29401.08 falling below -1.58pts] atr5m=24.09 atrRatio=1.09 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-29.25 ethLowDist=+500.50 openType=TREND_DAY regime=TRENDING_UP(age=20) rthPhase=early ethPhase=rth minsToRTH=0 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29367.25(+32.25) VAL=29098.25(+301.25) volPctl=72 IB=forming_INSIDE(89%) OR=ABOVE(+106.75) otf=nonex0 choch=CHOCH_UP(bar-30) valueMigAgeMin=37 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-08 08:07:00 sess=RTH bar=996 minsIn=487 dow=Friday px=29403.75 O=29415.50 H=29418.50 L=29385.75 C=29403.75 V=6659 sessO=28938.25 sessH=29428.75 sessL=28899.00 pctFromO=+1.61% sessVol=741912 volRatio=1.13 volTrend=increasing pctAbovePOC=52% pctUpperRange=61% trendStr=9/10 rangePos=0.93 cd24=14508 cdRTH=9831 deltaAsPct=+1.96% deltaTrend=accel_negative etDelta=0 divActive=False priceSlope=-3.20 deltaSlope=-262.40 barConv=5/10 swing=HH-HL_UPTREND bos=BOS_UP(bar-7) emaStack=BULLISH stackAge=32 e5=29407.46 e9=29400.01 e21=29370.57 e50=29315.14 abv=5:B 9:A 21:A 50:A POC=29180.25(+223.50pts/9.56ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TH@29428.75(-25.00pts/1.07ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29403.56(rising,+0.19pts) sessVwap=29189.54 AVWAP86[Strong val=29403.56 rising above +0.19pts] AVWAP87[Vol val=29405.59 rising below -1.84pts] atr5m=23.37 atrRatio=1.04 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-25.00 ethLowDist=+504.75 openType=TREND_DAY regime=TRENDING_UP(age=25) rthPhase=early ethPhase=rth minsToRTH=0 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29389.75(+14.00) VAL=29098.25(+305.50) volPctl=83 IB=forming_INSIDE(91%) OR=ABOVE(+111.00) otf=downx1 choch=none valueMigAgeMin=42 inst=MNQ-1m-a33117 mode=HIST
[INDICATOR STATE] sym=MNQ 09-26 ts=2026-05-08 08:12:00 sess=RTH bar=1001 minsIn=492 dow=Friday px=29388.75 O=29387.00 H=29390.25 L=29371.75 C=29388.75 V=6699 sessO=28938.25 sessH=29428.75 sessL=28899.00 pctFromO=+1.56% sessVol=764025 volRatio=1.23 volTrend=increasing pctAbovePOC=54% pctUpperRange=62% trendStr=8/10 rangePos=0.76 cd24=13505 cdRTH=8828 deltaAsPct=+1.77% deltaTrend=accel_negative etDelta=0 divActive=False priceSlope=-0.95 deltaSlope=-188.00 barConv=4/10 swing=HH-HL_UPTREND bos=BOS_UP(bar-12) emaStack=BULLISH stackAge=37 e5=29394.53 e9=29395.67 e21=29379.53 e50=29329.52 abv=5:B 9:B 21:A 50:A POC=29180.25(+208.50pts/9.69ATR) PDH=0.00(N/A) PDL=0.00(N/A) PDC=0.00(N/A) PDO=0.00(N/A) WkH=0.00(N/A) WkL=0.00(N/A) MoH=0.00(N/A) MoL=0.00(N/A) nearest=TH@29428.75(-40.00pts/1.86ATR) lvlsIn1ATR=0 avwaps=2 nearAvwap=29400.14(falling,-11.39pts) sessVwap=29195.78 AVWAP86[Strong val=29400.14 falling below -11.39pts] AVWAP87[Vol val=29401.09 falling below -12.34pts] atr5m=21.53 atrRatio=0.95 volRegime=NORMAL spread=0.2500 spreadRatio=1.00x gap=False gapSz=0.00pts/+0.00% gapDir=DN gapFillDist=+0.00 ethHighDist=-40.00 ethLowDist=+489.75 openType=TREND_DAY regime=TRENDING_UP(age=30) rthPhase=early ethPhase=rth minsToRTH=0 tape=normal(ticks30s=0 avg=0 ratio=1.0) book=no_L2 corr=none VAH=29394.25(-5.50) VAL=29098.25(+290.50) volPctl=83 IB=forming_INSIDE(85%) OR=ABOVE(+96.00) otf=downx2 choch=none valueMigAgeMin=47 inst=MNQ-1m-a33117 mode=HIST
